description,image,link,words,lemmatized_words,filtered_lemmatized_words,features,cluster
McLeod Russel 1869  Choco Chai Latte  100g  Garden Fresh CTC Black Tea  With Cacao Nibs and Chocolate Extracts  Loose,https://m.media-amazon.com/images/I/61CTPzOrgBL._AC_UL320_.jpg,https://www.amazon.in/McLeod-Russel-1869-Chocolate-Extracts/dp/B09R4S6WSW/ref=sr_1_6268?qid=1679216444&s=grocery&sr=1-6268,"['McLeod', 'Russel', '1869', 'Choco', 'Chai', 'Latte', '100g', 'Garden', 'Fresh', 'CTC', 'Black', 'Tea', 'With', 'Cacao', 'Nibs', 'and', 'Chocolate', 'Extracts', 'Loose']","['McLeod', 'Russel', '1869', 'Choco', 'Chai', 'Latte', '100g', 'Garden', 'Fresh', 'CTC', 'Black', 'Tea', 'With', 'Cacao', 'Nibs', 'and', 'Chocolate', 'Extracts', 'Loose']","['McLeod', 'Russel', '1869', 'Choco', 'Chai', 'Latte', '100g', 'Garden', 'Fresh', 'CTC', 'Black', 'Tea', 'Cacao', 'Nibs', 'Chocolate', 'Extracts', 'Loose']","[16, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 6, 0, 1, 1, 1, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 9, 1, 6, 2, 8, 0, 1, 4, 2, 0, 1, 3, 0, 1, 8, 0, 0, 3, 6, 5, 1, 0, 0, 1, 0, 0]",6
Alo Frut Juices Taste Combo 150 ml  Pack of 60  Fruit Juice Mai Aloevera Pulp  Healthy Hai Isme Aloevera Hai  Ready t,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61o6ySIs+UL._AC_UL320_.jpg,https://www.amazon.in/Alo-Frut-Juices-Taste-Combo/dp/B097P7VMCR/ref=sr_1_2473?qid=1679216378&s=grocery&sr=1-2473,"['Alo', 'Frut', 'Juices', 'Taste', 'Combo', '150', 'ml', 'Pack', 'of', '60', 'Fruit', 'Juice', 'Mai', 'Aloevera', 'Pulp', 'Healthy', 'Hai', 'Isme', 'Aloevera', 'Hai', 'Ready', 't']","['Alo', 'Frut', 'Juices', 'Taste', 'Combo', '150', 'ml', 'Pack', 'of', '60', 'Fruit', 'Juice', 'Mai', 'Aloevera', 'Pulp', 'Healthy', 'Hai', 'Isme', 'Aloevera', 'Hai', 'Ready', 't']","['Alo', 'Frut', 'Juices', 'Taste', 'Combo', '150', 'ml', 'Pack', '60', 'Fruit', 'Juice', 'Mai', 'Aloevera', 'Pulp', 'Healthy', 'Hai', 'Isme', 'Aloevera', 'Hai', 'Ready']","[19, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 0, 0, 2, 0, 3, 1, 2, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 9, 1, 3, 1, 10, 0, 0, 1, 6, 0, 1, 6, 3, 0, 5, 1, 0, 4, 3, 4, 5, 2, 0, 0, 2, 0]",5
Third Wave Coffee  Bettadakhan Estate  Medium Dark Roast  Cold Brew  French Press  Channi Method  100 Arabica Coffe,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81pDNKDCzxL._AC_UL320_.jpg,https://www.amazon.in/Coffee-Bettadakhan-Estate-Medium-Arabica/dp/B09RGWPCGD/ref=sr_1_1735?qid=1679216366&s=grocery&sr=1-1735,"['Third', 'Wave', 'Coffee', 'Bettadakhan', 'Estate', 'Medium', 'Dark', 'Roast', 'Cold', 'Brew', 'French', 'Press', 'Channi', 'Method', '100', 'Arabica', 'Coffe']","['Third', 'Wave', 'Coffee', 'Bettadakhan', 'Estate', 'Medium', 'Dark', 'Roast', 'Cold', 'Brew', 'French', 'Press', 'Channi', 'Method', '100', 'Arabica', 'Coffe']","['Third', 'Wave', 'Coffee', 'Bettadakhan', 'Estate', 'Medium', 'Dark', 'Roast', 'Cold', 'Brew', 'French', 'Press', 'Channi', 'Method', '100', 'Arabica', 'Coffe']","[16, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 10, 1, 2, 5, 11, 4, 0, 5, 4, 0, 2, 1, 1, 4, 5, 0, 0, 6, 4, 6, 1, 1, 1, 0, 0, 0]",6
Raw Pressery Juice Mango 1 Litre,https://m.media-amazon.com/images/I/61J3qiRVcJL._AC_UL320_.jpg,https://www.amazon.in/Raw-Pressery-Juice-Mango-1L/dp/B0794LSVC3/ref=sr_1_353?qid=1679216340&s=grocery&sr=1-353,"['Raw', 'Pressery', 'Juice', 'Mango', '1', 'Litre']","['Raw', 'Pressery', 'Juice', 'Mango', '1', 'Litre']","['Raw', 'Pressery', 'Juice', 'Mango', '1', 'Litre']","[5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 4, 0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 3, 2, 1, 1, 0, 1, 0, 1, 0]",3
Chaokoh Coconut Cream 2 x 400,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61pXebyotYL._AC_UL320_.jpg,https://www.amazon.in/Chaokoh-Coconut-Cream-400/dp/B01AHG04OI/ref=sr_1_8394?qid=1679216480&s=grocery&sr=1-8394,"['Chaokoh', 'Coconut', 'Cream', '2', 'x', '400']","['Chaokoh', 'Coconut', 'Cream', '2', 'x', '400']","['Chaokoh', 'Coconut', 'Cream', '2', 'x', '400']","[5, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 1, 4, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",3
Chamraj Elachi Tea,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81p+-WZ-U+L._AC_UL320_.jpg,https://www.amazon.in/Chamraj-Elachi-Tea/dp/B01N106QNW/ref=sr_1_5509?qid=1679216429&s=grocery&sr=1-5509,"['Chamraj', 'Elachi', 'Tea']","['Chamraj', 'Elachi', 'Tea']","['Chamraj', 'Elachi', 'Tea']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3
Tulsi Powder by Merlion Naturals  Ocimum Sanctum  227 gm,https://m.media-amazon.com/images/I/61ANo+Vo6tL._AC_UL320_.jpg,https://www.amazon.in/Leaves-Powder-Sanctum-MERLION-NATURALS/dp/B074N4D32X/ref=sr_1_7337?qid=1679216467&s=grocery&sr=1-7337,"['Tulsi', 'Powder', 'by', 'Merlion', 'Naturals', 'Ocimum', 'Sanctum', '227', 'gm']","['Tulsi', 'Powder', 'by', 'Merlion', 'Naturals', 'Ocimum', 'Sanctum', '227', 'gm']","['Tulsi', 'Powder', 'Merlion', 'Naturals', 'Ocimum', 'Sanctum', '227', 'gm']","[7, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 1, 2, 0, 1, 0, 3, 0, 0, 3, 4, 2, 2, 0, 0, 3, 2, 2, 4, 0, 1, 0, 0, 0]",4
Soursop Services  Soursop Fruit Juice 250 ML,https://m.media-amazon.com/images/I/31Zv2q6Jl6L._AC_UL320_.jpg,https://www.amazon.in/Soursop-services-Fruit-Juice-250/dp/B01MQ3U9OI/ref=sr_1_3079?qid=1679216388&s=grocery&sr=1-3079,"['Soursop', 'Services', 'Soursop', 'Fruit', 'Juice', '250', 'ML']","['Soursop', 'Services', 'Soursop', 'Fruit', 'Juice', '250', 'ML']","['Soursop', 'Services', 'Soursop', 'Fruit', 'Juice', '250', 'ML']","[6, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 2, 0, 4, 3, 1, 4, 1, 0, 0, 0, 0]",3
Starbucks by Nespresso House Blend Coffee Pods 10 Capsules,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71V76Bzy1fL._AC_UL320_.jpg,https://www.amazon.in/Starbucks-Nespresso-House-Coffee-Capsules/dp/B07W6Z43JW/ref=sr_1_1346?qid=1679216357&s=grocery&sr=1-1346,"['Starbucks', 'by', 'Nespresso', 'House', 'Blend', 'Coffee', 'Pods', '10', 'Capsules']","['Starbucks', 'by', 'Nespresso', 'House', 'Blend', 'Coffee', 'Pods', '10', 'Capsules']","['Starbucks', 'Nespresso', 'House', 'Blend', 'Coffee', 'Pods', '10', 'Capsules']","[7, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 7, 2, 0, 0, 0, 0, 1, 2, 0, 1, 4, 2, 0, 2, 8, 1, 3, 0, 0, 0, 0, 0]",9
Organic Natural Herb Arjun Ki Chaal  Arjun Chaal  900 GM  Terminalia Arjuna Dry    ,https://m.media-amazon.com/images/I/61Jz2X5J35S._AC_UL320_.jpg,https://www.amazon.in/Organic-Natural-Herb-Arjun-Chaal/dp/B08BZVZZJJ/ref=sr_1_6652?qid=1679216450&s=grocery&sr=1-6652,"['Organic', 'Natural', 'Herb', 'Arjun', 'Ki', 'Chaal', 'Arjun', 'Chaal', '900', 'GM', 'Terminalia', 'Arjuna', 'Dry']","['Organic', 'Natural', 'Herb', 'Arjun', 'Ki', 'Chaal', 'Arjun', 'Chaal', '900', 'GM', 'Terminalia', 'Arjuna', 'Dry']","['Organic', 'Natural', 'Herb', 'Arjun', 'Ki', 'Chaal', 'Arjun', 'Chaal', '900', 'GM', 'Terminalia', 'Arjuna', 'Dry']","[12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 1, 1, 0, 2, 0, 1, 2, 4, 3, 0, 4, 1, 5, 0, 0, 0, 8, 0, 1, 4, 0, 0, 0, 1, 0]",7
UFC Velvet Almond Milk Unsweetened GlutenFree LactoseFree SoyFree CholesterolFree Trans FatFree Vegan Plant Based Milk Al,https://m.media-amazon.com/images/I/71MwXldnvHS._AC_UL320_.jpg,https://www.amazon.in/UFC-Unsweetened-LactoseFree-CholesterolFree-Alternative/dp/B07H1RY4NN/ref=sr_1_9467?qid=1679216500&s=grocery&sr=1-9467,"['UFC', 'Velvet', 'Almond', 'Milk', 'Unsweetened', 'GlutenFree', 'LactoseFree', 'SoyFree', 'CholesterolFree', 'Trans', 'FatFree', 'Vegan', 'Plant', 'Based', 'Milk', 'Al']","['UFC', 'Velvet', 'Almond', 'Milk', 'Unsweetened', 'GlutenFree', 'LactoseFree', 'SoyFree', 'CholesterolFree', 'Trans', 'FatFree', 'Vegan', 'Plant', 'Based', 'Milk', 'Al']","['UFC', 'Velvet', 'Almond', 'Milk', 'Unsweetened', 'GlutenFree', 'LactoseFree', 'SoyFree', 'CholesterolFree', 'Trans', 'FatFree', 'Vegan', 'Plant', 'Based', 'Milk', 'Al']","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 7, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 6, 0, 1, 3, 22, 0, 1, 1, 2, 0, 2, 9, 1, 7, 5, 0, 0, 7, 5, 7, 1, 1, 1, 0, 1, 0]",2
A D Food  Herbs Combo of Dried JasmineButterfly PeaMarigoldRoseHibiscusChamomile Flower Petals Aromatic Edible for H,https://m.media-amazon.com/images/I/812OVKYDqOL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-Marigold-Hibiscus-Chamomile-Aromatic/dp/B0B54YC8ZQ/ref=sr_1_4729?qid=1679216415&s=grocery&sr=1-4729,"['A', 'D', 'Food', 'Herbs', 'Combo', 'of', 'Dried', 'JasmineButterfly', 'PeaMarigoldRoseHibiscusChamomile', 'Flower', 'Petals', 'Aromatic', 'Edible', 'for', 'H']","['A', 'D', 'Food', 'Herbs', 'Combo', 'of', 'Dried', 'JasmineButterfly', 'PeaMarigoldRoseHibiscusChamomile', 'Flower', 'Petals', 'Aromatic', 'Edible', 'for', 'H']","['Food', 'Herbs', 'Combo', 'Dried', 'JasmineButterfly', 'PeaMarigoldRoseHibiscusChamomile', 'Flower', 'Petals', 'Aromatic', 'Edible', 'H']","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 1, 2, 0, 3, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 2, 4, 10, 1, 1, 1, 8, 0, 0, 6, 5, 1, 9, 0, 0, 6, 6, 4, 2, 0, 1, 0, 1, 0]",6
Nandan Coffee Organic Roasters South Special Medium  Dark Roast Traditional Indian Filter Coffe 250gms South Indian Filter,https://m.media-amazon.com/images/I/511qKhVtbzL._AC_UL320_.jpg,https://www.amazon.in/Nandan-Coffee-Organic-Roasters-Special/dp/B09DGD7H3R/ref=sr_1_9018?qid=1679216492&s=grocery&sr=1-9018,"['Nandan', 'Coffee', 'Organic', 'Roasters', 'South', 'Special', 'Medium', 'Dark', 'Roast', 'Traditional', 'Indian', 'Filter', 'Coffe', '250gms', 'South', 'Indian', 'Filter']","['Nandan', 'Coffee', 'Organic', 'Roasters', 'South', 'Special', 'Medium', 'Dark', 'Roast', 'Traditional', 'Indian', 'Filter', 'Coffe', '250gms', 'South', 'Indian', 'Filter']","['Nandan', 'Coffee', 'Organic', 'Roasters', 'South', 'Special', 'Medium', 'Dark', 'Roast', 'Traditional', 'Indian', 'Filter', 'Coffe', '250gms', 'South', 'Indian', 'Filter']","[16, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 11, 0, 2, 5, 8, 4, 2, 2, 9, 0, 1, 4, 2, 8, 7, 1, 0, 6, 4, 7, 3, 0, 0, 0, 0, 0]",6
Organic Wellness Tulsi Moringa Tea  25 Tea Bags  Staple Free,https://m.media-amazon.com/images/I/61ZuHTPnsTL._AC_UL320_.jpg,https://www.amazon.in/Organic-Wellness-Tulsi-Moringa-Staple/dp/B08BX64R4X/ref=sr_1_8523?qid=1679216483&s=grocery&sr=1-8523,"['Organic', 'Wellness', 'Tulsi', 'Moringa', 'Tea', '25', 'Tea', 'Bags', 'Staple', 'Free']","['Organic', 'Wellness', 'Tulsi', 'Moringa', 'Tea', '25', 'Tea', 'Bags', 'Staple', 'Free']","['Organic', 'Wellness', 'Tulsi', 'Moringa', 'Tea', '25', 'Tea', 'Bags', 'Staple', 'Free']","[9, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 3, 0, 0, 1, 0, 0, 0, 6, 0, 1, 0, 7, 0, 3, 0, 3, 0, 0, 4, 0, 3, 1, 1, 0, 3, 4, 1, 1, 0, 0, 0, 0, 0]",9
So Good Almond Milk Chocolate 1000 ml  Almond Milk  Lactose Free Milk  Gluten Free  Fortified with Essential Vitamins ,https://m.media-amazon.com/images/I/61npFSqEL6L._AC_UL320_.jpg,https://www.amazon.in/LHF-Almond-Fresh-Chocolate-Drink/dp/B01CSLM55Q/ref=sr_1_1176?qid=1679216354&s=grocery&sr=1-1176,"['So', 'Good', 'Almond', 'Milk', 'Chocolate', '1000', 'ml', 'Almond', 'Milk', 'Lactose', 'Free', 'Milk', 'Gluten', 'Free', 'Fortified', 'with', 'Essential', 'Vitamins']","['So', 'Good', 'Almond', 'Milk', 'Chocolate', '1000', 'ml', 'Almond', 'Milk', 'Lactose', 'Free', 'Milk', 'Gluten', 'Free', 'Fortified', 'with', 'Essential', 'Vitamins']","['Good', 'Almond', 'Milk', 'Chocolate', '1000', 'ml', 'Almond', 'Milk', 'Lactose', 'Free', 'Milk', 'Gluten', 'Free', 'Fortified', 'Essential', 'Vitamins']","[15, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 3, 2, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 2, 4, 9, 1, 0, 1, 8, 0, 3, 9, 4, 5, 8, 0, 0, 3, 4, 6, 1, 0, 0, 0, 0, 0]",8
BEYONDARIE Organic Assorted Tea Bags  15 Units  Desi Kahwa  Black Tea  Green Tea for Weight Loss  Immunity Booster  ,https://m.media-amazon.com/images/I/71gI2qmHEpS._AC_UL320_.jpg,https://www.amazon.in/Beyondarie-The-Wild-Tribe/dp/B092SFWB3Q/ref=sr_1_7221?qid=1679216464&s=grocery&sr=1-7221,"['BEYONDARIE', 'Organic', 'Assorted', 'Tea', 'Bags', '15', 'Units', 'Desi', 'Kahwa', 'Black', 'Tea', 'Green', 'Tea', 'for', 'Weight', 'Loss', 'Immunity', 'Booster']","['BEYONDARIE', 'Organic', 'Assorted', 'Tea', 'Bags', '15', 'Units', 'Desi', 'Kahwa', 'Black', 'Tea', 'Green', 'Tea', 'for', 'Weight', 'Loss', 'Immunity', 'Booster']","['BEYONDARIE', 'Organic', 'Assorted', 'Tea', 'Bags', '15', 'Units', 'Desi', 'Kahwa', 'Black', 'Tea', 'Green', 'Tea', 'Weight', 'Loss', 'Immunity', 'Booster']","[16, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 4, 0, 2, 2, 0, 1, 0, 2, 0, 1, 1, 0, 1, 2, 0, 0, 1, 0, 3, 1, 0, 1, 0, 1, 0, 8, 0, 2, 1, 9, 0, 3, 2, 5, 0, 1, 1, 2, 4, 4, 0, 0, 4, 8, 5, 1, 0, 1, 0, 1, 0]",5
Schweppes Soda Water Can 6 Pack 6 x 320 ml,https://m.media-amazon.com/images/I/71HG31k577L._AC_UL320_.jpg,https://www.amazon.in/Schweppes-Soda-Water-Can-Pack/dp/B0883THDRY/ref=sr_1_7056?qid=1679216459&s=grocery&sr=1-7056,"['Schweppes', 'Soda', 'Water', 'Can', '6', 'Pack', '6', 'x', '320', 'ml']","['Schweppes', 'Soda', 'Water', 'Can', '6', 'Pack', '6', 'x', '320', 'ml']","['Schweppes', 'Soda', 'Water', '6', 'Pack', '6', 'x', '320', 'ml']","[8, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 2, 1, 3, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",3
Tata Grand Instant Coffee  1 kg Chicory Flavoured,https://m.media-amazon.com/images/I/41ggfwjRfTL._AC_UL320_.jpg,https://www.amazon.in/Grand-Instant-Coffee-Chicory-Flavoured/dp/B09NDK3394/ref=sr_1_936?qid=1679216348&s=grocery&sr=1-936,"['Tata', 'Grand', 'Instant', 'Coffee', '1', 'kg', 'Chicory', 'Flavoured']","['Tata', 'Grand', 'Instant', 'Coffee', '1', 'kg', 'Chicory', 'Flavoured']","['Tata', 'Grand', 'Instant', 'Coffee', '1', 'kg', 'Chicory', 'Flavoured']","[7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 3, 2, 1, 1, 1, 0, 1, 1, 0, 3, 3, 0, 0, 3, 1, 3, 1, 1, 0, 0, 1, 0]",0
Cambridge Tea Party Kashmiri Kahwa 30 Tea Bags Saffron Almond Cardamom Clove Pepper Cinnamon Rose Tulsi Green Tea immuni,https://m.media-amazon.com/images/I/81ZK0RaSLyL._AC_UL320_.jpg,https://www.amazon.in/Cambridge-Tea-Party-Kashmiri-Cardamom/dp/B09N8XDVG2/ref=sr_1_1537?qid=1679216362&s=grocery&sr=1-1537,"['Cambridge', 'Tea', 'Party', 'Kashmiri', 'Kahwa', '30', 'Tea', 'Bags', 'Saffron', 'Almond', 'Cardamom', 'Clove', 'Pepper', 'Cinnamon', 'Rose', 'Tulsi', 'Green', 'Tea', 'immuni']","['Cambridge', 'Tea', 'Party', 'Kashmiri', 'Kahwa', '30', 'Tea', 'Bags', 'Saffron', 'Almond', 'Cardamom', 'Clove', 'Pepper', 'Cinnamon', 'Rose', 'Tulsi', 'Green', 'Tea', 'immuni']","['Cambridge', 'Tea', 'Party', 'Kashmiri', 'Kahwa', '30', 'Tea', 'Bags', 'Saffron', 'Almond', 'Cardamom', 'Clove', 'Pepper', 'Cinnamon', 'Rose', 'Tulsi', 'Green', 'Tea', 'immuni']","[18, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 1, 4, 0, 0, 0, 0, 0, 0, 13, 1, 0, 3, 10, 2, 2, 2, 7, 0, 0, 3, 8, 7, 6, 2, 0, 7, 4, 1, 2, 1, 1, 0, 1, 0]",5
Passion Fruit Crush 1 KG  Passion Fruit Squash  Harvest NATURAL,https://m.media-amazon.com/images/I/41BufdTlICL._AC_UL320_.jpg,https://www.amazon.in/Passion-Fruit-Squash-Harvest-NATURAL/dp/B09FMWB7P5/ref=sr_1_5603?qid=1679216431&s=grocery&sr=1-5603,"['Passion', 'Fruit', 'Crush', '1', 'KG', 'Passion', 'Fruit', 'Squash', 'Harvest', 'NATURAL']","['Passion', 'Fruit', 'Crush', '1', 'KG', 'Passion', 'Fruit', 'Squash', 'Harvest', 'NATURAL']","['Passion', 'Fruit', 'Crush', '1', 'KG', 'Passion', 'Fruit', 'Squash', 'Harvest', 'NATURAL']","[9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 1, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 2, 4, 0, 0, 0, 0, 2, 2, 0, 1, 4, 7, 3, 4, 1, 0, 0, 0, 0]",4
BLUE TEA  Chamomile 30g  Lavender 30g  Jasmine 30g  COMBO PACK  Herbal Tea  Caffeine free  Non GMO  Food grade Pet,https://m.media-amazon.com/images/I/71EJpZK7wTL._AC_UL320_.jpg,https://www.amazon.in/BLUE-TEA-Chamomile-Lavender-Caffeine/dp/B0B3D7R82B/ref=sr_1_5593?qid=1679216431&s=grocery&sr=1-5593,"['BLUE', 'TEA', 'Chamomile', '30g', 'Lavender', '30g', 'Jasmine', '30g', 'COMBO', 'PACK', 'Herbal', 'Tea', 'Caffeine', 'free', 'Non', 'GMO', 'Food', 'grade', 'Pet']","['BLUE', 'TEA', 'Chamomile', '30g', 'Lavender', '30g', 'Jasmine', '30g', 'COMBO', 'PACK', 'Herbal', 'Tea', 'Caffeine', 'free', 'Non', 'GMO', 'Food', 'grade', 'Pet']","['BLUE', 'TEA', 'Chamomile', '30g', 'Lavender', '30g', 'Jasmine', '30g', 'COMBO', 'PACK', 'Herbal', 'Tea', 'Caffeine', 'free', 'Non', 'GMO', 'Food', 'grade', 'Pet']","[18, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 2, 4, 0, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 3, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 7, 1, 0, 3, 12, 3, 4, 1, 3, 0, 0, 2, 3, 4, 4, 0, 0, 4, 1, 1, 0, 1, 0, 0, 0, 0]",6
Granules n Beans Kashmiri Kahwa Instant Tea Premix  10 Sachet x 10g  100g  Pack of 2,https://m.media-amazon.com/images/I/61v5rhkvVhL._AC_UL320_.jpg,https://www.amazon.in/Granules-Double-Kashmiri-Instant-Premix/dp/B08GPNJWG5/ref=sr_1_4773?qid=1679216416&s=grocery&sr=1-4773,"['Granules', 'n', 'Beans', 'Kashmiri', 'Kahwa', 'Instant', 'Tea', 'Premix', '10', 'Sachet', 'x', '10g', '100g', 'Pack', 'of', '2']","['Granules', 'n', 'Beans', 'Kashmiri', 'Kahwa', 'Instant', 'Tea', 'Premix', '10', 'Sachet', 'x', '10g', '100g', 'Pack', 'of', '2']","['Granules', 'n', 'Beans', 'Kashmiri', 'Kahwa', 'Instant', 'Tea', 'Premix', '10', 'Sachet', 'x', '10g', '100g', 'Pack', '2']","[14, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 5, 0, 2, 3, 3, 0, 1, 1, 2, 5, 0, 0, 0, 3, 4, 3, 1, 0, 1, 2, 0, 0]",7
TGL Co Pure Masala Chai Tea Bags Black Tea 25 Tea Bag,https://m.media-amazon.com/images/I/61mxmwzjGQL._AC_UL320_.jpg,https://www.amazon.in/TGL-Co-Pure-Masala-Black/dp/B08QFWWQ1H/ref=sr_1_8544?qid=1679216483&s=grocery&sr=1-8544,"['TGL', 'Co', 'Pure', 'Masala', 'Chai', 'Tea', 'Bags', 'Black', 'Tea', '25', 'Tea', 'Bag']","['TGL', 'Co', 'Pure', 'Masala', 'Chai', 'Tea', 'Bags', 'Black', 'Tea', '25', 'Tea', 'Bag']","['TGL', 'Co', 'Pure', 'Masala', 'Chai', 'Tea', 'Bags', 'Black', 'Tea', '25', 'Tea', 'Bag']","[11, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 10, 0, 1, 0, 4, 0, 2, 1, 1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0]",0
